area_type,availability,location,size,society,total_sqft,bath,balcony,park_faci,dist_mainroad,price
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3,2,0,166,132
Plot  Area,Ready To Move,Kanaka Nagar,2 Bedroom,,1200,2,1,0,69,125
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1397,3,2,1,79,110
Plot  Area,Ready To Move,Jigani,10 Bedroom,Mae 2ra,1200,10,,0,149,105
Super built-up  Area,Ready To Move,Cooke Town,4 BHK,,3950,4,,1,77,450
Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,KHatsFl,1200,2,1,0,35,130
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,,1616,3,0,0,168,95
Plot  Area,Ready To Move,Banashankari Stage III,8 Bedroom,,1200,7,2,0,186,350
Built-up  Area,Ready To Move,Hanumantha Nagar,4 Bedroom,,1270,2,1,1,198,175
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2,2,0,35,38.55
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1,1,1,100,30
Plot  Area,Ready To Move,Varthur,3 Bedroom,,1200,2,1,1,134,98
Built-up  Area,Ready To Move,Bagalakunte,1 Bedroom,,700,1,1,0,65,162
Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1205.47,2,1,1,158,81
Plot  Area,Ready To Move,T Dasarahalli,3 Bedroom,,1200,3,2,0,129,130
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Naireru,1700,3,2,0,18,75
Plot  Area,Ready To Move,Thanisandra,5 Bedroom,,750,4,0,0,177,62
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1090,2,1,0,193,54.54
Super built-up  Area,Ready To Move,1hwanthpur,4 BHK,IBityin,3600,5,,0,100,220
Built-up  Area,Ready To Move,Kundalahalli,1 BHK,,2400,1,0,0,5,650
Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,923,1,1,0,178,60.84
Super built-up  Area,18-May,Muthurayya Swamy Layout,4 BHK,MacleK ,3595,6,2,1,78,360
Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,GaentAp,1050,2,2,0,125,48
Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2,2,1,148,79.5
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482 - 1846,,,0,85,93.865
Built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3,2,0,22,85
Super built-up  Area,19-Dec,Dommasandra,3 BHK,,1033,2,2,0,124,31.5
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1400,2,1,0,131,48
Built-up  Area,Ready To Move,Indira Nagar,1 Bedroom,,500,1,0,0,153,70
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ascid P,944,2,1,0,109,35
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,,3250,5,0,0,155,290
Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216,2,1,0,189,66.48
Super built-up  Area,Ready To Move,Thirumenahalli,2 BHK,,1100,2,1,0,181,39.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1743,3,2,1,72,93.25
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Pyikad ,1274,2,2,0,46,48.42
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,,2500,3,2,0,160,425
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1512,2,2,1,104,110
Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,,3100,5,1,1,52,385
Super built-up  Area,Ready To Move,Cox Town,3 BHK,,1650,3,3,0,89,100
Built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1875,3,1,0,25,55
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1350,3,2,0,142,54
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,,1219,2,2,0,46,40
Plot  Area,Ready To Move,Goraguntepalya,4 Bedroom,,1200,4,1,1,87,150
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3 Bedroom,,2400,3,3,1,172,85
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1141,2,1,1,73,44.4
Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1151,2,1,0,40,43.1
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,832,3,1,0,115,77
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,915,2,1,1,22,38
Plot  Area,Ready To Move,Rajankunte,3 Bedroom,,3259,3,0,1,111,270
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115,2,1,0,28,65.12
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4,2,0,7,139
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,MCngeha,1200,2,2,0,148,53
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Phhidx ,1300,2,2,1,53,65
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Amivace,1457,2,2,1,106,85
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,Marnaer,1262,2,2,1,98,55
Plot  Area,Ready To Move,BEML Layout,4 Bedroom,,1196,3,1,1,197,150
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,,900,2,2,0,20,22.5
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,420,1,1,0,197,17
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1160,2,1,1,89,46.39
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1115,2,2,1,82,50
Built-up  Area,Ready To Move,JP Nagar,3 BHK,,1315,2,1,0,182,85.4
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1500,2,2,1,75,57
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SruntFa,1127,2,1,1,164,68
Super built-up  Area,18-Feb,Kundalahalli,3 BHK,Dieldli,1397,3,2,1,114,104
Built-up  Area,20-Dec,Whitefield,2 BHK,,1173,2,1,1,186,60
Super built-up  Area,Ready To Move,Sompura,2 BHK,,1090,2,2,1,47,28
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,2720,5,,1,179,210
Super built-up  Area,18-May,Jakkur,2 BHK,Brdge0,1230,2,1,1,133,76
Super built-up  Area,Ready To Move,6th Block Rajaji Nagar,4 BHK,,3200,3,3,1,145,190
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Daivon ,858,2,1,0,74,31.57
Super built-up  Area,21-Mar,Talaghattapura,3 BHK,Sodgere,1868,3,1,1,196,121
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1689.28,3,2,1,194,91.2
Built-up  Area,Ready To Move,Vishwapriya Layout,4 BHK,,600,3,2,0,175,73
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1425,3,3,0,89,49.88
Plot  Area,Ready To Move,Subramanyapura,6 Bedroom,,1200,6,2,0,19,170
Plot  Area,Ready To Move,Tindlu,2 Bedroom,,1350,2,1,1,39,100
Built-up  Area,Ready To Move,Channasandra,6 Bedroom,,4200,6,0,0,158,180
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ihnueut,1310,2,1,1,46,85
Super built-up  Area,18-Jun,Haralur Road,4 BHK,SNnia E,2805 - 3565,,,0,26,175
Super built-up  Area,Ready To Move,MLA Layout,2 BHK,,970,2,1,1,55,40
Super built-up  Area,18-May,Kundalahalli,3 BHK,Dieldli,1397,3,3,0,94,108
Super built-up  Area,18-Jul,Sarjapur,2 BHK,Vehes L,1157,2,1,1,124,40
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1125,2,1,1,73,61.2
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,DSgam S,1157,2,1,1,50,42
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,BModsen,1241,2,1,1,24,82
Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660,1,1,1,142,62
Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,4,3,1,10,220
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,4,1,1,120,148
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,596,1,1,0,69,42
Super built-up  Area,Ready To Move,Koramangala Industrial Layout,16 BHK,,10000,16,,0,77,550
Plot  Area,Ready To Move,Kyalasanahalli,4 Bedroom,UpowsMe,1200,4,3,1,44,110
Super built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1910,3,1,1,155,190
Super built-up  Area,Ready To Move,Brookefield,2 BHK,CidgeKn,1139,2,2,1,41,80
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,5,2,1,51,225
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2 BHK,,1033,2,2,1,47,28.41
Super built-up  Area,Ready To Move,1hwanthpur,2 BHK,IBityin,1168,2,2,1,56,64.08
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,877,2,3,1,64,42
Built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,Shitt S,1340,2,2,0,112,75
Built-up  Area,Ready To Move,B Narayanapura,3 BHK,ShentAp,1405,2,2,0,37,70
Super built-up  Area,Ready To Move,Siddapura,3 BHK,,1800,3,3,0,49,65
Built-up  Area,Ready To Move, Devarabeesana Halli,3 BHK,Sorisa ,1750,3,3,1,21,149
Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,Puodse ,1360,2,1,1,131,65
Plot  Area,Ready To Move,Malleshwaram,3 Bedroom,,675,2,0,0,70,148
Super built-up  Area,19-Jun,Byrasandra,2 BHK,Sancy R,985,2,1,0,165,63
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1300,2,1,1,103,129
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3,2,0,122,150
Super built-up  Area,Ready To Move,Rustam Bagh Layout,3 BHK,Srowsee,1490,2,3,0,199,88
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,1,1,1,83,25
Super built-up  Area,19-Aug,Hormavu,2 BHK,,1130,2,1,1,2,42.3
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,BaiseBa,1080,2,2,0,110,55
Built-up  Area,Ready To Move,Singasandra,4 BHK,,3126,4,,1,88,120
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,1,193,52.17
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,,1375,3,2,1,51,59
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1290,2,1,1,102,94.5
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1318,2,1,1,135,85.28
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2,1,0,199,68
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4428,4,2,0,190,255
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,GolusLi,1051,2,2,0,200,56.74
Plot  Area,Ready To Move,Kengeri,3 Bedroom,,3500,5,0,1,50,275
Plot  Area,Ready To Move,Kannamangala,4 Bedroom,MIalerd,2400,4,1,1,87,130
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2,3,1,31,85
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,2912,6,2,0,150,210
Super built-up  Area,Ready To Move,Basapura,2 BHK,Jaangm ,1301,2,2,1,155,55
Super built-up  Area,Ready To Move,Thippasandra,1 BHK,,650,1,0,1,132,30
Plot  Area,18-Jul,Varthur,3 Bedroom,,1200,3,1,1,100,67.75
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1500,2,2,0,40,89.99
Plot  Area,Ready To Move,Kumara Park,4 Bedroom,,2700,6,,1,133,675
Plot  Area,Ready To Move,Nagadevanahalli,4 Bedroom,,1350,4,2,1,75,145
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000,2,1,1,37,28.88
Super built-up  Area,19-Nov,Sarjapur  Road,2 BHK,AsastDe,984,2,1,0,191,45.91
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3,1,1,128,160
Built-up  Area,Ready To Move,Nagarbhavi,1 Bedroom,,900,1,0,0,81,175
Super built-up  Area,18-Apr,Hebbal,3 BHK,Magiaya,1355,3,1,1,11,83.87
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,Sowerew,2145,4,1,1,3,270
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4,3,0,88,300
Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,,1118,2,0,1,175,30
Super built-up  Area,Ready To Move,Roopena Agrahara,1 BHK,,910,1,1,0,22,42
Super built-up  Area,18-May,Madiwala,3 BHK,,1250,3,2,1,56,39
Super built-up  Area,18-Mar,Hosakerehalli,2 BHK,SoageHe,1304,2,3,0,198,100
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615,3,2,1,189,58
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1400,2,2,0,66,68
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Villeka,1070,2,2,0,137,47.5
Super built-up  Area,17-Nov,Hebbal,3 BHK,Emceske,3500,3,3,1,126,395
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1132,2,1,1,2,89.37
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,3 BHK,,2000,3,2,1,4,85
Plot  Area,Ready To Move,Hebbal,7 Bedroom,,2400,5,1,0,81,550
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,794,1,2,1,70,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1090,2,2,0,57,43.59
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Pridei ,1500,3,2,0,87,70
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2059,3,2,0,119,225
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1,1,0,52,30
Super built-up  Area,18-May,Bhoganhalli,2 BHK,Rosha I,1447,2,1,1,149,75.97
Super built-up  Area,20-Dec,Whitefield,2 BHK,VaarkMe,1269,2,1,0,128,75
Plot  Area,18-Apr,KR Layout,4 Bedroom,,4800,4,0,0,38,700
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shiew T,1070,2,2,0,61,37.45
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1150,2,0,0,120,28
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1208,2,2,1,10,70
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Cimeshw,1185,2,1,0,174,45.5
Plot  Area,Ready To Move,Laggere,3 Bedroom,,1200,3,1,1,84,130
Super built-up  Area,Ready To Move,Anekal,2 BHK,,888,2,1,0,191,34
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,1015,2,2,1,9,25.88
Built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,532,1,1,1,147,22.49
Super built-up  Area,Ready To Move,St Thomas Town,3 BHK,,1060,3,1,0,20,62
Built-up  Area,Ready To Move,Electronic City,1 BHK,,700,1,1,0,0,35
Super built-up  Area,Ready To Move,Ckikkakammana Halli,2 BHK,Radhian,902,2,2,1,7,42
Plot  Area,Ready To Move,Banashankari 2nd Stage,6 Bedroom,,600,3,3,1,130,95
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2,1,1,188,47
Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1365,2,1,1,42,122
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Hincy R,984,2,1,1,36,51
Plot  Area,Ready To Move,Hebbal,4 Bedroom,,2700,2,2,1,46,100
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,,1475,3,2,0,121,96
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2,2,1,5,79
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,,1200,6,1,1,26,220
Built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1453,2,2,1,142,43.59
Super built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1550,2,3,1,191,160
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1666,3,,1,30,95
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,,1410,4,2,0,84,160
Plot  Area,18-Mar,Yelahanka,4 Bedroom,Nileyap,4025,5,3,1,143,800
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1845,3,3,1,41,91
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Puownm ,1676,3,3,0,145,52
Super built-up  Area,20-Dec,Uttarahalli,2 BHK,PrdgeLa,1137,2,1,1,10,63
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2,1,0,160,70.5
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,FoGemna,1374,2,2,1,77,70
Built-up  Area,Ready To Move,Judicial Layout,3 Bedroom,,1700,3,2,1,63,155
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,3227,5,0,0,111,250
Super built-up  Area,Ready To Move,Ferrar Nagar,4 BHK,Cestama,2145,4,,0,160,125
Plot  Area,Ready To Move,Koramangala,4 Bedroom,,2400,6,3,0,165,600
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2170,3,2,1,153,151
Built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,,1080,2,1,0,166,55
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SNbay G,1790,3,3,0,70,100
Super built-up  Area,Ready To Move,Doddathoguru,1 BHK,,550,1,1,1,102,17
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270,2,2,0,86,50.79
Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Ahhtser,1033,2,2,1,92,48
Built-up  Area,Ready To Move,Kamala Nagar,2 Bedroom,,1000,2,1,1,84,80
Super built-up  Area,19-Dec,Binny Pete,4 BHK,She 2rk,2940,6,2,0,112,280
Super built-up  Area,Ready To Move,Kumarapalli,2 BHK,BMmesHo,1240,2,2,1,118,52.6
Plot  Area,Ready To Move,Kasturi Nagar,5 Bedroom,,1650,5,1,1,59,450
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,0,73,39
Built-up  Area,15-Jun,Outer Ring Road East,3 BHK,SRzonhu,1500,2,0,1,127,97
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730,3,3,0,103,139
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1915,3,3,0,174,80
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BainePr,1545,3,2,0,182,79
Super built-up  Area,19-Mar,Marenahalli,3 BHK,,1865,4,2,0,18,140
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,,1150,2,2,1,87,40
Super built-up  Area,18-Aug,HAL 3rd Stage,2 BHK,,1200,2,2,0,62,49
Built-up  Area,Ready To Move,Kengeri,2 BHK,,963,2,2,1,27,40
Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200,3,1,0,80,120
Super built-up  Area,Ready To Move,Basavangudi,4 BHK,,2600,4,3,1,6,260
Built-up  Area,Ready To Move,Kaikondrahalli,4 BHK,Srsica ,1700,4,,0,54,108
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3,1,0,91,120
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1371,2,2,1,19,65
Super built-up  Area,21-Mar,Hennur Road,2 BHK,,901,2,1,0,8,49.5
Plot  Area,Ready To Move,Vishwapriya Layout,7 Bedroom,,600,7,0,1,168,73
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3,1,0,164,120
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,,1200,4,0,1,66,125
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,SJlynro,1500,3,3,0,152,102
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785,6,,0,99,280
Built-up  Area,Ready To Move,Nagawara Junction,4 BHK,,3500,4,2,0,62,245
Carpet  Area,Ready To Move,Lingarajapuram,2 BHK,Glnetch,1203,2,1,1,77,59.86
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1357,2,2,0,158,54
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 BHK,Suensda,1600,3,2,1,166,76
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,350,1,1,0,49,13.5
Super built-up  Area,Ready To Move,Varthur,3 BHK,MKllei ,1665,3,1,1,86,53
Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1400,3,3,1,108,200
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,,835,1,1,0,35,46.95
Plot  Area,Ready To Move,Chandra Layout,2 Bedroom,,815,3,2,1,72,160
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,1444,2,1,0,46,80
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,,1277,2,2,0,168,55
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1521,3,1,0,2,94.71
Super built-up  Area,Ready To Move,Maithri Layout,2 BHK,,1134,2,1,1,4,40
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,995,2,1,0,118,34.82
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2760,5,2,1,83,157
Built-up  Area,Ready To Move,Marathahalli,2 BHK,PueraRi,1325,1,1,1,193,92
Built-up  Area,Ready To Move,Kothanur,6 Bedroom,,4000,6,,0,195,150
Built-up  Area,Ready To Move,Marathahalli,3 BHK,,1525,3,2,0,114,90
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,3 BHK,,1320,2,2,0,101,73
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,SrnesSr,650,1,1,0,163,23
Built-up  Area,Ready To Move,Old Airport Road,3 BHK,,1858,2,1,1,159,167
Super built-up  Area,21-Aug,Electronic City,2 BHK,,1150,2,1,0,22,38
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,MJtroty,769,2,1,1,60,40
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Prarkun,1571,3,2,1,87,105
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445,3,1,1,146,86.56
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1590,2,2,1,85,135
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niway G,902,2,2,1,15,49
Plot  Area,18-Mar,Sarjapur,3 Bedroom,,2238,3,1,0,135,140
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2,1,0,4,31.49
Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1712,3,3,0,100,82
Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1088,2,1,0,44,68
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1575,3,3,0,49,63.1
Plot  Area,Ready To Move,Nanjappa Garden,6 Bedroom,,2150,6,3,1,105,205
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Roima A,1920,3,2,0,39,150
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1000,2,0,1,53,57
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,,1100,2,2,0,148,56.1
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1089,2,2,1,150,45
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1106,2,1,0,158,43.09
Super built-up  Area,18-Dec,Kengeri,2 BHK,,927,2,2,1,21,37
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2,2,0,146,58
Built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,923,1,1,0,118,45.69
Plot  Area,18-Aug,Sarjapur  Road,3 Bedroom,,2900,3,2,0,3,285
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1175,2,2,1,20,75
Built-up  Area,Ready To Move,Thubarahalli,2 BHK,Soowsa ,975,2,1,0,172,55
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400,4,1,0,144,180
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1330,3,2,1,69,72
Super built-up  Area,20-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2,1,1,129,59.74
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1758,3,2,1,81,133
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1200,3,2,0,17,265
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2,1,1,7,77.68
Plot  Area,Ready To Move,Nagadevanahalli,3 Bedroom,,600,4,2,1,27,110
Built-up  Area,Ready To Move,Pai Layout,2 BHK,SantsAp,1100,2,2,1,98,50
Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1170,2,2,0,184,46.8
Built-up  Area,Ready To Move,Vayunandana Layout,5 Bedroom,,2400,5,2,1,117,120
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3,3,0,175,51.77
Built-up  Area,17-Dec,Hebbal,2 BHK,Mahosya,1420,2,2,0,176,107
Plot  Area,Ready To Move,Geetanjali Layout,4 Bedroom,,1200,4,2,0,35,300
Plot  Area,Ready To Move,7th Phase JP Nagar,6 Bedroom,,1045,6,3,1,20,160
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591,3,1,1,36,115
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3,2,0,16,120
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,675,3,1,0,159,52
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1055,2,1,1,131,57.63
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Sonet G,1918,3,2,0,189,129
Super built-up  Area,18-Jan,Sarjapur  Road,2 BHK,Kelia R,1280,2,1,1,48,76
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSdhiSa,1560,3,3,0,186,66
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1145,2,2,1,96,49.5
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,Sodgere,2106,3,2,1,170,126
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",3 BHK,,1801,3,2,1,163,139
Plot  Area,Ready To Move,Seegehalli,5 Bedroom,,1200,5,3,1,68,120
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1718,3,2,1,46,288
Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1306,3,2,1,117,54.65
Super built-up  Area,19-Jun,Hebbal,2 BHK,Raard B,1320,2,1,1,22,92
Built-up  Area,Ready To Move,1st Stage Domlur,3 BHK,,1350,2,2,1,9,65
Built-up  Area,Ready To Move,"RMV extension stage 2, rmv extension",4 BHK,,2990,4,,1,4,324
Built-up  Area,Ready To Move,Kalyan nagar,4 BHK,AHavenc,3800,5,3,1,194,300
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,DSnjh S,1344,2,1,1,5,42
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1893,3,2,1,199,100
Super built-up  Area,Ready To Move,Chandapura,3 BHK,,1107,2,1,1,82,43
